trial,type,int_eliminated,int_not_eliminated,instructions,cycles,time_sec
697,high,174830548,225190714,600155265,133567251,
697,low,15982,2154,600155286,182765265,
698,high,173187719,226833650,600155267,134304724,
698,low,15834,2123,600155286,182548783,
699,high,174027947,225993375,600155266,134315890,
699,low,16076,2135,600155275,182315224,
700,high,173872472,226149456,600155270,134051131,
700,low,16131,2093,600155284,182471700,
701,high,174137217,225884623,600155265,133944670,
701,low,15780,2072,600155284,182237953,
702,high,173735991,226285442,600155264,134074150,
702,low,15916,2115,600155286,182366974,
703,high,174192360,225828818,600155266,133882713,
703,low,15887,2115,600155284,182581679,
704,high,173442742,226578766,600155266,134202495,
704,low,16113,2124,600155283,182646410,
705,high,174368100,225652452,600155256,133799326,
705,low,16228,2115,600155275,182126314,
706,high,174428070,225593288,600155266,133801363,
706,low,16111,2105,600155287,182634809,
707,high,172698500,227321843,600155258,134574791,
707,low,15842,2127,600155283,182667589,
708,high,174215868,225804433,600155257,133898651,
708,low,15861,2131,600155283,182530101,
709,high,174177286,225845602,600155266,133935648,
709,low,15876,2141,600155286,182440353,
710,high,173088772,226932319,600155264,134426420,
710,low,15944,2124,600155283,182633371,
711,high,174412994,225608053,600155266,133813707,
711,low,15903,2191,600155288,182411942,
712,high,174916278,225104974,600155267,134392656,
712,low,16084,2129,600155286,182512963,
713,high,174645263,225375865,600155266,133694055,
713,low,15929,2073,600155287,182660765,
714,high,173510185,226511000,600155266,134148363,
714,low,16023,2081,600155284,182410217,
715,high,173745357,226276451,600155273,133997531,
715,low,15785,2046,600155284,182491707,
716,high,174870847,225150260,600155265,134224368,
716,low,15756,2088,600155286,182435656,
717,high,174159534,225861588,600155265,134590237,
717,low,15715,2098,600155277,182548053,
718,high,174345563,225675652,600155256,133823039,
718,low,15924,2116,600155277,182542426,
719,high,174609030,225412008,600155264,133752446,
719,low,16023,2127,600155285,182693091,
720,high,174376577,225644491,600155265,133849486,
720,low,16136,2154,600155293,182610923,
721,high,174457317,225564094,600155268,133777323,
721,low,15856,2152,600155286,182563328,
722,high,173948208,226071893,600155257,134017855,
722,low,15845,2090,600155285,182533228,
723,high,173825240,226195988,600155264,133990767,
723,low,15852,2147,600155285,182429744,
724,high,173862602,226158606,600155267,133952698,
724,low,16079,2145,600155283,182261435,
725,high,173385175,226637439,600155265,135596581,
725,low,15886,2114,600155277,182557324,
726,high,174074840,225946551,600155265,133899509,
726,low,15832,2108,600155286,182507452,
727,high,174474845,225546263,600155264,133777469,
727,low,16018,2119,600155286,182511271,
728,high,173646532,226374844,600155264,134105382,
728,low,15927,2111,600155285,182382595,
729,high,174482640,225537496,600155256,133778247,
729,low,15780,2138,600155284,182583058,
730,high,173960578,226062123,600155265,133834622,
730,low,16070,2148,600155284,182351343,
731,high,174504593,225516786,600155264,133801733,
731,low,15716,2087,600155276,182510596,
732,high,173948522,226071717,600155256,134016488,
732,low,15713,2130,600155283,182475952,
733,high,173681025,226339200,600155257,134136699,
733,low,16081,2088,600155285,182483274,
734,high,173893374,226127846,600155266,134692786,
734,low,15821,2058,600155284,182349288,
735,high,174145135,225875938,600155265,134632127,
735,low,15883,2143,600155284,182728718,
736,high,174089260,225932432,600155264,133972458,
736,low,15882,2161,600155284,182569773,
737,high,173414192,226606270,600155257,134257388,
737,low,15820,2110,600155284,182630774,
738,high,174328973,225693164,600155257,133860724,
738,low,15922,2131,600155277,182610732,
739,high,174138224,225882979,600155266,133960017,
739,low,15991,2220,600155284,182621680,
740,high,174486684,225534395,600155264,133749813,
740,low,16282,2190,600155276,182618281,
741,high,174749914,225270250,600155256,133661011,
741,low,15856,2117,600155285,182365264,
742,high,175048324,224971794,600155258,134458334,
742,low,16042,2149,600155283,182550510,
743,high,175313091,224707479,600155256,134330711,
743,low,15960,2163,600155284,182482067,
744,high,173699721,226321770,600155266,134262338,
744,low,16040,2113,600155283,182673153,
745,high,174528976,225492571,600155263,133790941,
745,low,16031,2141,600155283,182532978,
746,high,174676207,225345535,600155265,133696117,
746,low,15891,2109,600155285,182529651,
747,high,173681063,226339113,600155257,134136285,
747,low,15877,2122,600155284,182695187,
748,high,174023835,225997465,600155266,134015762,
748,low,16025,2171,600155284,182406900,
749,high,174234128,225786806,600155264,133919321,
749,low,15706,2148,600155285,182610436,
750,high,174505090,225516222,600155264,133802272,
750,low,15898,2083,600155277,182522453,
751,high,173770159,226250867,600155264,134130849,
751,low,15916,2120,600155284,182258157,
752,high,173979349,226041887,600155266,134655156,
752,low,16055,2124,600155276,182556225,
753,high,173700969,226320206,600155265,134160707,
753,low,15982,2137,600155276,182481157,
754,high,174290932,225730435,600155264,133898293,
754,low,15789,2132,600155286,182556884,
755,high,173553378,226467867,600155264,134217237,
755,low,16071,2140,600155285,182714730,
756,high,173864004,226157087,600155265,134844758,
756,low,15889,2085,600155285,182687598,
757,high,174189686,225833644,600155268,133938588,
757,low,15977,2153,600155286,182617975,
758,high,174215518,225804561,600155258,133901792,
758,low,16217,2161,600155277,182480938,
759,high,174218103,225804050,600155265,133920344,
759,low,16042,2204,600155275,182539547,
760,high,173631835,226389498,600155264,134150127,
760,low,15934,2111,600155284,182309668,
761,high,174594836,225426262,600155264,133694216,
761,low,15920,2127,600155290,182499994,
762,high,174460723,225560468,600155265,133780696,
762,low,16018,2159,600155277,182477981,
763,high,173277157,226745045,600155265,134158651,
763,low,15886,2101,600155285,182600549,
764,high,174024890,225996351,600155265,134031148,
764,low,15967,2154,600155276,182403972,
765,high,174215445,225804831,600155255,133900134,
765,low,15927,2157,600155285,182620656,
766,high,173950135,226071135,600155264,134008479,
766,low,15915,2060,600155276,182212532,
767,high,174683196,225338719,600155267,133754694,
767,low,15835,2120,600155286,182772677,
768,high,173180801,226840644,600155267,134354535,
768,low,15869,2171,600155285,182434383,
769,high,174467395,225553695,600155264,133769970,
769,low,16024,2177,600155286,182526960,
770,high,174443643,225577599,600155266,133825111,
770,low,15787,2166,600155276,182374803,
771,high,174269873,225751622,600155265,133908916,
771,low,15989,2134,600155286,182552638,
772,high,174834728,225187245,600155265,133594961,
772,low,16114,2107,600155275,182285379,
773,high,175017736,225003550,600155267,133567416,
773,low,16151,2129,600155285,182716546,
774,high,173681624,226338817,600155257,134138829,
774,low,16212,2179,600155275,182540144,
775,high,174550048,225471969,600155263,133770691,
775,low,15990,2110,600155284,182616109,
776,high,173617364,226404053,600155264,134109639,
776,low,15839,2037,600155284,182357931,
777,high,174263000,225758596,600155272,133885221,
777,low,16179,2133,600155284,182475981,
778,high,173681293,226338865,600155257,134141329,
778,low,15945,2125,600155285,182705277,
779,high,173570735,226451196,600155264,134185233,
779,low,15999,2181,600155285,182278478,
780,high,174326881,225694388,600155265,134444505,
780,low,16076,2148,600155275,182317125,
781,high,174193039,225828259,600155265,133905462,
781,low,15779,2059,600155287,182472029,
782,high,173337590,226683357,600155256,134289221,
782,low,16012,2170,600155284,182651056,
783,high,173808857,226212393,600155267,134004777,
783,low,15785,2116,600155285,182589159,
784,high,174574438,225446815,600155265,133736456,
784,low,15864,2174,600155283,182456968,
785,high,172679162,227343408,600155264,134548721,
785,low,16009,2148,600155285,182527466,
786,high,174483574,225537708,600155266,133805357,
786,low,15867,2115,600155284,182839439,
787,high,173748764,226273888,600155264,133861377,
787,low,16024,2133,600155284,182544414,
788,high,174043260,225977713,600155265,133921240,
788,low,16021,2206,600155285,182529234,
789,high,173679777,226341722,600155266,134039654,
789,low,15994,2138,600155284,182543409,
790,high,174217282,225803638,600155257,133927702,
790,low,15805,2122,600155283,182430875,
791,high,173887473,226136099,600155268,133875595,
791,low,15992,2182,600155290,182727336,
792,high,174215668,225804708,600155258,133903479,
792,low,15924,2142,600155285,182518399,
793,high,174255468,225766214,600155266,133854692,
793,low,15926,2087,600155276,182321158,
794,high,174400399,225620837,600155266,133796450,
794,low,15827,2122,600155275,182319280,
795,high,173413861,226606370,600155257,134257704,
795,low,15971,2185,600155277,182599186,
796,high,173476584,226545458,600155264,134234764,
796,low,15815,2078,600155286,182578519,
797,high,172489793,227531177,600155264,134694299,
797,low,16195,2165,600155291,182172546,
798,high,174077237,225943806,600155266,133993433,
798,low,15822,2118,600155284,182309257,
799,high,173508594,226513432,600155266,134205549,
799,low,15884,2175,600155284,182624496,
800,high,172879407,227140940,600155257,134495430,
800,low,15845,2130,600155286,182607891,
801,high,173806800,226214720,600155265,134035750,
801,low,15795,2104,600155276,182290881,
802,high,173441290,226578575,600155254,134245068,
802,low,16188,2128,600155280,182407803,
803,high,174544393,225477008,600155270,133789845,
803,low,16114,2162,600155276,182572508,
804,high,174165402,225855775,600155267,134574651,
804,low,15903,2092,600155275,182612321,
805,high,174382959,225639293,600155266,133862705,
805,low,15852,2103,600155284,182782583,
806,high,173531977,226489758,600155266,134832761,
806,low,15798,2093,600155277,182487973,
807,high,173869526,226151512,600155264,134078509,
807,low,16000,2119,600155284,182429441,
808,high,173902129,226119111,600155265,134677906,
808,low,15899,2110,600155275,182399603,
809,high,174447387,225575295,600155267,133695681,
809,low,15737,2112,600155285,182534631,
810,high,173681969,226338159,600155256,134139894,
810,low,15690,2064,600155286,182771412,
811,high,173173892,226849061,600155266,134454775,
811,low,15935,2104,600155275,182327033,
812,high,173487995,226534409,600155267,134137070,
812,low,15982,2135,600155285,182549565,
813,high,172580377,227441332,600155265,134606247,
813,low,15807,2119,600155286,182378625,
814,high,174302453,225718582,600155264,133902324,
814,low,16027,2155,600155284,182831802,
815,high,173114704,226906536,600155264,134366205,
815,low,15870,2129,600155286,182552460,
816,high,174158627,225862403,600155265,133852659,
816,low,15876,2127,600155291,182503293,
817,high,173055423,226965831,600155263,134345246,
817,low,15828,2090,600155275,182207453,
818,high,174215276,225804895,600155256,133899393,
818,low,16040,2188,600155277,182357310,
819,high,174482536,225538229,600155284,133807007,
819,low,15867,2142,600155284,182560467,
820,high,174422939,225598408,600155266,134451101,
820,low,15794,2116,600155284,182566726,
821,high,173313906,226709705,600155257,134324775,
821,low,16064,2148,600155285,182372902,
822,high,174579740,225441407,600155264,133775499,
822,low,16028,2135,600155285,182294233,
823,high,174446006,225575218,600155266,133796603,
823,low,15841,2217,600155288,182335373,
824,high,173964389,226057095,600155265,134045432,
824,low,16139,2167,600155286,182350506,
825,high,173647614,226373587,600155292,134183551,
825,low,16093,2157,600155275,182483586,
826,high,174898814,225122202,600155266,133620417,
826,low,15871,2146,600155284,182233799,
827,high,173920406,226103009,600155266,134174384,
827,low,15766,2088,600155285,182585222,
828,high,174459639,225562028,600155267,133798680,
828,low,16025,2104,600155284,182659828,
829,high,174329264,225691733,600155265,133882057,
829,low,15826,2100,600155285,182484316,
830,high,172700351,227320961,600155264,134487164,
830,low,16060,2222,600155286,182292465,
831,high,174750086,225270372,600155256,133660901,
831,low,16071,2152,600155285,182480020,
832,high,173948788,226071505,600155256,134019141,
832,low,16086,2151,600155276,182479964,
833,high,173444529,226575740,600155256,134239466,
833,low,15946,2122,600155286,182687660,
834,high,174505304,225516203,600155265,133689095,
834,low,15939,2109,600155284,182606626,
835,high,173200284,226820930,600155265,134389015,
835,low,15999,2083,600155275,182394849,
836,high,174761130,225259757,600155265,133681059,
836,low,15793,2092,600155285,182380148,
837,high,174318764,225702384,600155264,133884175,
837,low,15965,2165,600155286,182374695,
838,high,174687824,225333371,600155263,133669574,
838,low,15997,2123,600155285,182476186,
839,high,173630642,226390728,600155264,134115880,
839,low,16047,2100,600155284,182588376,
840,high,173382248,226639129,600155267,134087289,
840,low,15968,2174,600155284,182561928,
841,high,174788450,225232927,600155264,134277061,
841,low,15884,2139,600155285,182808552,
842,high,174216069,225804217,600155259,133902915,
842,low,16070,2116,600155285,182719039,
843,high,174482723,225537521,600155259,133784993,
843,low,15871,2098,600155284,182741963,
844,high,174421149,225600253,600155265,133832134,
844,low,16239,2196,600155284,182621368,
845,high,175055281,224965183,600155257,134477917,
845,low,16101,2140,600155286,182553660,
846,high,174371754,225649268,600155266,133774702,
846,low,15931,2103,600155276,182883539,
847,high,173423113,226597110,600155256,134249246,
847,low,15959,2145,600155284,182393909,
848,high,174266767,225754388,600155264,133868514,
848,low,15963,2123,600155284,182392470,
849,high,175017550,225003621,600155269,133565132,
849,low,15998,2124,600155286,182761557,
850,high,174216470,225804805,600155263,133919526,
850,low,15783,2168,600155284,182558407,
851,high,173680866,226340502,600155265,134101537,
851,low,16110,2140,600155283,182307437,
852,high,174749811,225270385,600155256,133662712,
852,low,15823,2074,600155284,182649948,
853,high,174971501,225049730,600155266,134203748,
853,low,15751,2078,600155307,182616323,
854,high,174088168,225932818,600155265,133923871,
854,low,15865,2093,600155276,182202846,
855,high,173818758,226203036,600155265,134696674,
855,low,15899,2186,600155309,182611861,
856,high,173905337,226114882,600155256,134965344,
856,low,16074,2210,600155284,182415477,
857,high,174387336,225634516,600155267,133703026,
857,low,16186,2148,600155276,182671586,
858,high,173780050,226242409,600155310,134156484,
858,low,16165,2161,600155294,182623388,
859,high,173540000,226481354,600155265,134154699,
859,low,15970,2113,600155285,182566754,
860,high,173214774,226807487,600155256,135098872,
860,low,15683,2086,600155287,182452359,
861,high,174143073,225878255,600155264,134596728,
861,low,15945,2140,600155303,182701686,
862,high,173903070,226118239,600155265,134662719,
862,low,15953,2269,600155285,182489662,
863,high,174556528,225464883,600155273,133733012,
863,low,15906,2139,600155306,182669181,
864,high,174028339,225993132,600155267,134020910,
864,low,15839,2025,600155285,182452557,
865,high,173856556,226164829,600155265,134032103,
865,low,16063,2171,600155285,182471509,
866,high,174931065,225090181,600155265,135067086,
866,low,15867,2081,600155284,182835164,
867,high,174253151,225768362,600155265,133883756,
867,low,16151,2146,600155276,182553731,
868,high,174086657,225935100,600155267,133992409,
868,low,15933,2142,600155285,182480367,
869,high,173985169,226035082,600155257,134950875,
869,low,15887,2127,600155286,182396047,
870,high,174411428,225609994,600155267,134268288,
870,low,16063,2197,600155284,182589272,
871,high,174323076,225698400,600155265,133880178,
871,low,16033,2172,600155285,182803131,
872,high,174447561,225573795,600155266,133822575,
872,low,15839,2130,600155276,182477263,
873,high,173947857,226072158,600155257,134016456,
873,low,16049,2165,600155284,182545452,
874,high,174514816,225505377,600155256,134697631,
874,low,15970,2246,600155290,182445012,
875,high,173937006,226084413,600155266,134039245,
875,low,15997,2167,600155285,182808345,
876,high,173463970,226558168,600155266,134421429,
876,low,16032,2144,600155286,182454855,
877,high,174215819,225804351,600155256,133902971,
877,low,15896,2085,600155285,182566063,
878,high,173085921,226935483,600155264,134305792,
878,low,16187,2237,600155286,182164189,
879,high,174033016,225988383,600155265,134004277,
879,low,15922,2144,600155277,182290223,
880,high,173450630,226569621,600155256,135183465,
880,low,15683,2070,600155285,182768814,
881,high,174070482,225951133,600155258,133950247,
881,low,15732,2120,600155286,182478734,
882,high,174750350,225270537,600155264,133684169,
882,low,15896,2143,600155275,182442374,
883,high,173146632,226873605,600155257,134376309,
883,low,15848,2110,600155288,182572311,
884,high,173956341,226065379,600155265,134039615,
884,low,15857,2123,600155284,182463489,
885,high,173354996,226667520,600155271,134296218,
885,low,15852,2079,600155285,182575735,
886,high,173555766,226464646,600155256,134193669,
886,low,16221,2116,600155285,182397632,
887,high,173414926,226605539,600155257,134268701,
887,low,15916,2144,600155283,182338047,
888,high,173958638,226062661,600155267,134043825,
888,low,15909,2164,600155284,182625218,
889,high,174344280,225676631,600155264,133864986,
889,low,15733,2076,600155285,182690203,
890,high,174669536,225352427,600155265,133779608,
890,low,15866,2125,600155284,182576324,
891,high,174355290,225665984,600155266,133864678,
891,low,15955,2200,600155283,182564787,
892,high,174494020,225528165,600155265,133843624,
892,low,15922,2118,600155285,182539503,
893,high,174215757,225804965,600155259,133901361,
893,low,16007,2120,600155285,182570079,
894,high,174139732,225881631,600155267,133924206,
894,low,15947,2190,600155278,182600139,
895,high,174280858,225741936,600155265,134548613,
895,low,16149,2159,600155284,182545469,
896,high,174425270,225595792,600155257,133849044,
896,low,15934,2143,600155285,182523266,
897,high,173892753,226128826,600155265,134067454,
897,low,16018,2164,600155286,182505811,
898,high,173105207,226915806,600155263,134313725,
898,low,15907,2154,600155284,182535995,
899,high,174157215,225864009,600155265,134863473,
899,low,15927,2059,600155285,182903835,
900,high,173857858,226164473,600155265,134051509,
900,low,15877,2128,600155284,182550169,
901,high,173832076,226188565,600155257,134964572,
901,low,15961,2142,600155285,182461939,
902,high,172880710,227139452,600155257,134494343,
902,low,15917,2169,600155285,182544359,
903,high,173842597,226178627,600155264,134094912,
903,low,15882,2072,600155283,182489422,
904,high,173979051,226042341,600155265,133981365,
904,low,15976,2091,600155285,182671018,
905,high,174525933,225495189,600155265,133793796,
905,low,16005,2131,600155284,182498936,
906,high,174331104,225690878,600155266,133799557,
906,low,16026,2149,600155277,182613771,
907,high,174522373,225499042,600155264,134396612,
907,low,15918,2125,600155285,182445041,
908,high,173186443,226834687,600155262,134355096,
908,low,15967,2120,600155277,182701638,
909,high,174783556,225237722,600155265,133782744,
909,low,15922,2171,600155285,182413025,
910,high,174147643,225875432,600155266,133629781,
910,low,15746,2085,600155285,182405892,
911,high,173577698,226443593,600155267,134101273,
911,low,16085,2167,600155285,182603700,
912,high,174532117,225490972,600155267,133639928,
912,low,16061,2184,600155275,182348424,
913,high,173779219,226241343,600155258,134029097,
913,low,16029,2114,600155277,182768494,
914,high,174717551,225303422,600155264,133705692,
914,low,15901,2206,600155276,182554366,
915,high,174422006,225598536,600155256,133799346,
915,low,15982,2123,600155289,182500210,
916,high,173540662,226481093,600155264,134243780,
916,low,16097,2142,600155284,182485803,
917,high,172938648,227082601,600155264,135128044,
917,low,16120,2164,600155277,182627875,
918,high,174083729,225938070,600155264,133925549,
918,low,15733,2089,600155277,182582166,
919,high,174210282,225811113,600155265,133811800,
919,low,15936,2164,600155285,182376329,
920,high,173269791,226751332,600155265,134353915,
920,low,16032,2121,600155284,182880393,
921,high,174483138,225537186,600155255,133782849,
921,low,15872,2169,600155284,182364689,
922,high,174483206,225537137,600155257,133785760,
922,low,16178,2141,600155275,182200588,
923,high,174482646,225537335,600155257,133786147,
923,low,16062,2171,600155276,182324177,
924,high,174145836,225875571,600155267,133958930,
924,low,16130,2089,600155275,182656169,
925,high,174254718,225766134,600155259,134848173,
925,low,15931,2132,600155275,182213435,
926,high,173688093,226333726,600155270,134148851,
926,low,16013,2092,600155276,182362079,
927,high,174008849,226012186,600155264,133924953,
927,low,16025,2112,600155287,182598313,
928,high,173639426,226381958,600155265,134114468,
928,low,15944,2129,600155284,182612766,
929,high,174475953,225544896,600155264,133770735,
929,low,15835,2167,600155285,182571434,
930,high,173653259,226367972,600155266,134133361,
930,low,15900,2159,600155287,182516932,
931,high,174933438,225088100,600155264,133579769,
931,low,16099,2124,600155284,182615791,
932,high,175174149,224847716,600155266,134250503,
932,low,15807,2160,600155285,182403254,
933,high,174748117,225273517,600155266,134348849,
933,low,15948,2169,600155284,182748476,
934,high,173999683,226021695,600155265,133953056,
934,low,15824,2172,600155285,182528171,
935,high,174200724,225820899,600155265,133939346,
935,low,15910,2109,600155282,182300076,
936,high,173975529,226046886,600155268,134065414,
936,low,16189,2168,600155277,182536133,
937,high,174703642,225317437,600155266,134299591,
937,low,16208,2199,600155285,182194150,
938,high,173907221,226114422,600155265,134013970,
938,low,16032,2112,600155276,182545972,
939,high,174495482,225525949,600155265,133703695,
939,low,15723,2157,600155287,182591817,
940,high,174413272,225607907,600155264,133834199,
940,low,15977,2117,600155286,182591906,
941,high,174766188,225255266,600155269,133654324,
941,low,16177,2145,600155277,182473107,
942,high,174456041,225565276,600155265,133705201,
942,low,16018,2166,600155283,182532747,
943,high,174448622,225572975,600155266,134405081,
943,low,15952,2136,600155290,182572210,
944,high,174298866,225722237,600155264,133815286,
944,low,16019,2160,600155285,182691582,
945,high,174261700,225759351,600155264,133910435,
945,low,15881,2114,600155286,182445496,
946,high,174472972,225548334,600155271,133812403,
946,low,16044,2146,600155285,182546496,
947,high,173776525,226244740,600155264,134683315,
947,low,16028,2170,600155276,182438135,
948,high,172173229,227846951,600155258,134810849,
948,low,15973,2166,600155284,182270170,
949,high,173147073,226873361,600155258,134376194,
949,low,16006,2181,600155276,182562198,
950,high,174148843,225872378,600155264,133925940,
950,low,16047,2153,600155283,182549375,
951,high,174603959,225417424,600155264,134445115,
951,low,16020,2124,600155285,182475307,
952,high,173950646,226070853,600155264,134020303,
952,low,16005,2172,600155276,182480236,
953,high,173454604,226567295,600155267,135582613,
953,low,15970,2153,600155284,182461339,
954,high,173777259,226244173,600155267,134024882,
954,low,15841,2114,600155287,182565663,
955,high,175155497,224866228,600155266,134150742,
955,low,15884,2152,600155285,182520442,
956,high,174448725,225572470,600155267,133820099,
956,low,16002,2109,600155284,182572279,
957,high,174846275,225175068,600155264,133566041,
957,low,15985,2191,600155275,182181044,
958,high,174483154,225537224,600155256,133780602,
958,low,16022,2172,600155275,182659720,
959,high,174482818,225537368,600155256,133781353,
959,low,16093,2137,600155283,182461407,
960,high,174592608,225428614,600155265,133759799,
960,low,15996,2182,600155277,182475051,
961,high,174742649,225278952,600155265,133672212,
961,low,16057,2090,600155284,182517405,
962,high,173939257,226084960,600155266,134893029,
962,low,15790,2191,600155287,182540733,
963,high,174224995,225796676,600155257,133970437,
963,low,15940,2166,600155288,182536424,
964,high,174504702,225516533,600155264,134364951,
964,low,15926,2160,600155285,182510241,
965,high,174597117,225424089,600155266,134073278,
965,low,16068,2166,600155282,182365885,
966,high,174098715,225922837,600155265,133975869,
966,low,15836,2092,600155290,182534226,
967,high,173751685,226269409,600155265,134069100,
967,low,15728,2192,600155284,182426156,
968,high,174215649,225804663,600155255,133895698,
968,low,15918,2104,600155284,182468267,
969,high,174482851,225538482,600155263,133789315,
969,low,16012,2071,600155283,182747841,
970,high,173413969,226606255,600155257,134254531,
970,low,16144,2104,600155287,182651610,
971,high,174415432,225605557,600155265,133783650,
971,low,16167,2156,600155284,182609090,
972,high,173948220,226072079,600155256,134016756,
972,low,15904,2149,600155286,182485713,
973,high,175224528,224796554,600155265,134748431,
973,low,16027,2114,600155285,182322113,
974,high,173014716,227005740,600155257,134380222,
974,low,16028,2126,600155284,182578159,
975,high,173737488,226283302,600155265,134775603,
975,low,15857,2145,600155276,182520120,
976,high,174269760,225751479,600155264,133905937,
976,low,15916,2097,600155273,182397362,
977,high,174106270,225915429,600155266,133984121,
977,low,15953,2148,600155284,182319648,
978,high,174648028,225373384,600155264,133663350,
978,low,15872,2163,600155284,182609854,
979,high,175017422,225003153,600155256,133547285,
979,low,15844,2089,600155284,182674972,
980,high,173916007,226106694,600155266,134615896,
980,low,16168,2110,600155285,182444308,
981,high,173334579,226687061,600155264,134330225,
981,low,15856,2176,600155284,182599170,
982,high,174325393,225695794,600155263,133773760,
982,low,15896,2241,600155284,182512308,
983,high,173516836,226504794,600155265,134236838,
983,low,16100,2182,600155284,182603648,
984,high,174439857,225581657,600155266,134463692,
984,low,15769,2107,600155284,182372840,
985,high,173121673,226899354,600155264,134377663,
985,low,15827,2070,600155284,182477566,
986,high,174277245,225744759,600155264,133884555,
986,low,15948,2117,600155283,182487448,
987,high,174424477,225596622,600155265,134463910,
987,low,15898,2061,600155275,182406725,
988,high,173858109,226162846,600155265,134042892,
988,low,16027,2113,600155284,182783608,
989,high,174216175,225804337,600155257,133901032,
989,low,15945,2135,600155284,182352797,
990,high,174214474,225806553,600155264,133887333,
990,low,16212,2201,600155283,182348373,
991,high,174008001,226015738,600155265,133754673,
991,low,16094,2170,600155275,182231033,
992,high,174410615,225610640,600155265,133796482,
992,low,16130,2156,600155277,182493679,
993,high,173889114,226135129,600155267,134302985,
993,low,15880,2166,600155276,182458170,
994,high,174652871,225368594,600155270,133676588,
994,low,15949,2086,600155285,182687030,
995,high,173622208,226399378,600155266,134216893,
995,low,16194,2173,600155283,182785363,
996,high,173742000,226278333,600155257,134963887,
996,low,15934,2144,600155287,182495242,
997,high,173991565,226029632,600155264,134020696,
997,low,15828,2104,600155282,182662205,
998,high,174312432,225708838,600155263,133883572,
998,low,15821,2100,600155285,182510652,
999,high,174534479,225486707,600155264,134445021,
999,low,16017,2123,600155276,182322908,
1000,high,173949209,226071324,600155257,134028458,
1000,low,15794,2116,600155285,182616876,
