run,baseline_elim,baseline_notelim,openssl_elim,openssl_notelim,add_elim,add_notelim,double_elim,double_notelim,mul_elim,mul_notelim,ad_elim,ad_notelim
0273,8571474,25070158,10747676,22895277,12264220,21377816,12826426,20815347,13384800,20256476,12262981,21379270
0274,8571645,25070100,10751825,22891766,12267961,21374299,12814136,20827289,13377114,20264153,12257896,21384297
0275,8571552,25070092,10790390,22852551,12259632,21382165,12826661,20815427,13381566,20259675,12270432,21371697
0276,8571410,25070052,10753233,22889837,12262991,21378883,12820448,20821673,13343217,20297928,12266359,21375995
0277,8571589,25070289,10768112,22875291,12270051,21372326,12819178,20822840,13385215,20255995,12257247,21385143
0278,8571412,25070136,10725964,22917155,12265983,21375801,12823404,20818473,13369740,20271618,12263925,21378085
0279,8571526,25070017,10778433,22865153,12265654,21376647,12820582,20821400,13381439,20259963,12262906,21379025
0280,8571432,25070208,10754700,22889123,12265714,21376545,12822452,20819311,13379986,20261056,12270296,21371787
0281,8571591,25070045,10743650,22899657,12265420,21376605,12818084,20823561,13379022,20262329,12254849,21386912
0282,8571375,25069965,10793096,22850256,12265446,21376515,12821492,20820743,13382830,20258616,12262667,21379426
0283,8571527,25070061,10736128,22907515,12263051,21379049,12815004,20824766,13384573,20257753,12267567,21374636
0284,8571450,25070084,10774974,22868264,12264546,21377503,12819393,20822377,13382971,20258382,12268314,21374053
0285,8571700,25070089,10716292,22927371,12263832,21377960,12821670,20820351,13380815,20260909,12264775,21377212
0286,8581679,25060168,10777674,22866379,12264940,21377066,12824171,20817849,13385346,20256411,12249855,21392381
0287,8571784,25070082,10740580,22902703,12270201,21371495,12823222,20818462,13382639,20259116,12263097,21378890
0288,8571337,25070172,10788734,22854459,12264422,21377432,12828679,20813536,13371002,20270319,12267538,21374211
0289,8571724,25069951,10709527,22933802,12264345,21377528,12821974,20819721,13382594,20258782,12268220,21373752
0290,8571703,25070027,10743345,22900713,12264595,21377147,12821642,20820507,13386446,20254615,12259246,21382958
0291,8571388,25070105,10722850,22920215,12267358,21374652,12823807,20817487,13378323,20263002,12265044,21377315
0292,8571553,25070181,10766237,22876910,12258448,21383783,12827935,20814136,13386426,20254538,12265524,21375979
0293,8571752,25070154,10729925,22913202,12267793,21373844,12822087,20819972,13385902,20255536,12267944,21374186
0294,8571369,25070068,10720944,22922783,12260012,21381807,12823519,20818706,13336601,20304918,12263807,21378264
0295,8571819,25070047,10766276,22877216,12256627,21385129,12822467,20819188,13383275,20258106,12258668,21383162
0296,8571541,25070174,10717481,22925489,12264253,21377499,12826493,20815496,13379523,20261955,12267498,21374765
0297,8571454,25070020,10751178,22891949,12268906,21373609,12823329,20818778,13383970,20257322,12266399,21375272
0298,8571560,25070029,10732591,22911058,12265124,21376973,12827694,20814399,13386345,20254953,12269686,21372351
0299,8571930,25069951,10718766,22924210,12267132,21375129,12831061,20810695,13388750,20252623,12258155,21383440
0300,8571335,25070144,10747409,22895964,12273587,21368488,12822141,20819655,13387555,20253551,12264004,21378055
0301,8571627,25070163,10731082,22912492,12266550,21375142,12826614,20815190,13383289,20257925,12263204,21378636
0302,8571527,25070050,10754033,22889272,12274960,21367502,12827597,20814615,13381809,20259270,12263467,21378655
0303,8571233,25070148,10721498,22922128,12268871,21373335,12820931,20820963,13379688,20261738,12269253,21372851
0304,8571400,25070140,10781457,22861448,12266961,21374791,12814716,20827321,13388254,20253135,12262822,21379408
0305,8571633,25070202,10748056,22895196,12264716,21377098,12832814,20809166,13385892,20255471,12264578,21377301
0306,8571222,25070109,10747009,22897024,12258884,21382962,12819031,20822574,13384851,20256571,12261001,21380883
0307,8571277,25070374,10799507,22843542,12271139,21371208,12819849,20822003,13369248,20271976,12267764,21374531
0308,8571285,25070056,10785122,22857606,12273016,21369076,12824949,20817028,13382095,20258936,12272630,21369427
0309,8571363,25070161,10698620,22944202,12258384,21383390,12829443,20812837,13386303,20254959,12268795,21373202
0310,8571651,25070066,10761839,22881214,12266103,21375694,12822064,20819704,13381957,20259319,12264847,21377044
0311,8571528,25069974,10789184,22854044,12253768,21387916,12818860,20823233,13383409,20257977,12257833,21384172
0312,8571330,25070288,10768560,22875504,12268308,21373593,12831732,20810306,13382759,20258944,12258658,21383407
0313,8571398,25069996,10788648,22854425,12257778,21384048,12823351,20818378,13382273,20258890,12276528,21365961
0314,8571917,25070000,10759368,22884081,12264656,21377341,12820819,20820871,13378945,20262124,12265657,21376444
0315,8571635,25070052,10731038,22912509,12264674,21376893,12823120,20818563,13382802,20258492,12269168,21373083
0316,8571333,25070065,10764068,22878848,12263128,21378471,12813248,20828619,13391546,20249599,12265012,21377174
0317,8571419,25070169,10787129,22856162,12264019,21378375,12817224,20824772,13381192,20259981,12274381,21367545
0318,8571450,25070050,10736965,22906194,12263014,21378810,12821192,20820971,13364511,20276734,12266286,21375418
0319,8571674,25069916,10778538,22864798,12268294,21373467,12814136,20827913,13388689,20252807,12270315,21371534
0320,8571453,25070145,10794851,22848525,12268222,21373447,12821849,20819569,13387408,20253953,12259482,21382254
0321,8571627,25070045,10706590,22936613,12264994,21377032,12818755,20823289,13390676,20250480,12266304,21375664
0322,8571635,25070093,10734001,22909438,12267403,21374877,12825388,20816675,13383333,20257879,12264111,21377620
0323,8571283,25070219,10739023,22904185,12265505,21376644,12824496,20817058,13375042,20266249,12265277,21376582
0324,8571520,25070033,10798380,22844448,12273089,21368843,12822832,20819075,13386754,20254370,12265448,21376602
0325,8571430,25070258,10735877,22906503,12266707,21375197,12830745,20810658,13385812,20255214,12260792,21381159
0326,8571435,25070070,10746762,22895990,12264557,21376950,12823308,20818185,13386407,20255435,12265920,21375935
0327,8571535,25070063,10756109,22887160,12270855,21371166,12822988,20819040,13382702,20258601,12270987,21371062
0328,8571690,25070230,10730888,22912268,12269684,21372387,12823214,20818972,13380085,20261112,12263575,21378247
0329,8571827,25070178,10740522,22902704,12257945,21384123,12827376,20814443,13382140,20259255,12252561,21389407
0330,8571542,25070131,10731247,22911406,12267814,21374300,12889699,20752442,13385183,20256019,12267087,21375285
0331,8571450,25070129,10727771,22915419,12272597,21369508,12826079,20815832,13382451,20258859,12253032,21389060
0332,8571451,25070135,10747022,22896205,12266046,21375773,12823752,20818144,13390057,20251469,12274943,21367235
0333,8587672,25054373,10776830,22866718,12250148,21391762,12836783,20805514,13385233,20256138,12270318,21371899
0334,8571466,25070098,10767489,22875072,12267910,21374041,12823825,20818392,13378467,20262684,12258972,21384203
0335,8571574,25070158,10784731,22858183,12265536,21376786,12828593,20813291,13385397,20255815,12272581,21370134
0336,8571738,25070028,10726280,22917053,12273909,21368118,12823912,20818133,13378946,20262541,12265131,21376967
0337,8571794,25070059,10763689,22879053,12273025,21368951,12818451,20823584,13384988,20256383,12270593,21371541
0338,8571647,25070164,10776929,22866291,12259859,21382485,12826956,20815109,13383500,20257636,12256872,21384967
0339,8571534,25070127,10741715,22901377,12262260,21379593,12824881,20816829,13380407,20260988,12265064,21377081
0340,8571806,25070077,10740649,22902687,12271087,21370786,12835269,20806741,13387597,20253922,12261507,21380731
0341,8571524,25070145,10769717,22873872,12260128,21381505,12818777,20822909,13375080,20266057,12270254,21371842
0342,8571361,25070285,10723514,22919850,12262008,21380562,12812605,20829219,13380502,20260820,12255359,21386859
0343,8571474,25070170,10729923,22913341,12270250,21371760,12818742,20823264,13377473,20264021,12272295,21369622
0344,8571444,25070035,10727911,22915537,12268873,21372940,12822055,20819791,13380612,20260444,11573898,22068380
0345,8571697,25070193,10711025,22932652,12268107,21374069,12823442,20818543,13386141,20255118,12268492,21373469
0346,8571757,25070029,10719937,22923418,12270759,21371525,12824872,20816878,13382613,20258611,12267099,21374948
0347,8571441,25070118,10764325,22879384,12270586,21371936,12822855,20818815,13384703,20256910,12266005,21376476
0348,8571773,25070130,10775966,22867422,12264619,21377618,12817399,20824456,13386754,20254796,12268528,21373697
0349,8571326,25070180,10717736,22925868,12270932,21370960,12818976,20822815,13370769,20270566,12258391,21383523
0350,8571798,25070043,10722020,22921489,12269360,21372966,12825264,20816755,13384041,20257498,12269332,21372923
0351,8571375,25070026,10712865,22930025,12267694,21374500,12818664,20822981,13378992,20262558,12271353,21370451
0352,8580000,25062186,10714380,22929063,12270365,21371585,12829770,20812147,13383663,20257880,12273827,21368231
0353,8571232,25069975,10719516,22924032,12267588,21374266,12824059,20818374,13386225,20255037,12274899,21367509
0354,8571481,25069947,10751786,22892436,12261629,21380765,12823831,20818456,13384786,20256357,12270102,21372152
0355,8571450,25070127,10741428,22902175,12262899,21379190,12817143,20824672,13384764,20256750,12264761,21377477
0356,8571543,25070109,10737235,22905957,12266194,21375682,12823946,20817932,13388711,20252632,12266123,21375878
0357,8571617,25070126,10771336,22872196,12275953,21366662,12830278,20810933,13387614,20253798,12261023,21381088
0358,8571517,25069983,10744730,22898765,12263404,21378705,12812848,20829068,13385853,20255620,12271843,21370255
0359,8571526,25070162,10743229,22899908,12260931,21380813,12822040,20820058,13388051,20253674,12265520,21376309
0360,8571726,25070100,10790139,22853258,12268704,21373534,12827053,20814783,13380561,20260669,12258108,21383890
0361,8571689,25070045,10769653,22873809,12264454,21377598,12829201,20812779,13388990,20252629,12263367,21378638
0362,8571874,25070118,10706953,22936785,12278279,21363468,12812981,20828855,13328158,20312966,12267369,21374562
0363,8571631,25070029,10724126,22918860,12266034,21376032,12823976,20818126,13385932,20255414,12267650,21374482
0364,8571466,25070226,10770628,22872845,12276105,21365966,12823906,20817971,13382125,20259235,12262158,21379672
0365,8571441,25070199,10762099,22881504,12266025,21376255,12819710,20822368,13366254,20274993,12258118,21384063
0366,8571631,25070032,10708463,22935180,12262404,21379613,12829097,20813197,13392293,20249113,12256284,21385136
0367,8571381,25070093,10763108,22880091,12268105,21374073,12824845,20817336,13379761,20261398,12253306,21388664
0368,8571415,25070207,10738452,22905087,12263576,21378337,12818276,20823673,13391512,20249589,12270587,21371827
0369,8571679,25070128,10715553,22927590,12265737,21376429,12819487,20822596,13386989,20254173,12276098,21365869
0370,8571796,25070160,10712506,22931048,12246461,21395440,12824852,20817098,13385890,20255788,12264618,21377612
0371,8571785,25070040,10710590,22933386,12258988,21382955,12826974,20814875,13388585,20252951,12272512,21368251
0372,8571685,25070032,10776388,22867071,12269567,21372761,12821654,20820383,13384082,20257700,12263205,21378926
0373,8571272,25070210,10718859,22924550,12263539,21378949,12824149,20817661,13372885,20268133,12263596,21378686
0374,8571614,25070118,10784272,22858859,12262605,21379269,12822680,20819190,13385758,20255989,12264507,21377643
0375,8571350,25070136,10750042,22893446,12257987,21384096,12822395,20819211,13313284,20327998,12271278,21370681
0376,8571776,25070071,10731065,22912465,12264075,21377947,12823152,20819016,13375301,20266154,12268596,21373692
0377,8571449,25070174,10704517,22939659,12267772,21374377,12818359,20823487,13377476,20263865,12265742,21376359
0378,8571550,25070042,10714535,22928614,12259522,21382313,12817867,20824114,13379249,20262332,12266264,21375761
0379,8571690,25070085,10782343,22861097,12265958,21376319,12822524,20819536,13379597,20261567,12261466,21380632
0380,8571602,25069992,10742948,22900389,12265819,21376383,12821157,20820541,13389714,20251606,12265449,21376525
0381,8571528,25070066,10728389,22914953,12266573,21375325,12818989,20822793,13382515,20258452,12264039,21378403
0382,8571666,25070045,10718218,22925489,12266013,21376323,12819932,20821737,13164273,20474660,12267697,21374668
0383,8571409,25070063,10793541,22850116,12270631,21371514,12807257,20834667,13387124,20254033,12270694,21371330
0384,8571589,25070179,10736332,22906972,12269631,21372324,12820422,20821476,13382835,20258277,12273005,21368924
0385,8571436,25070143,10787525,22855599,12269944,21371784,12827006,20815066,13377994,20263112,12274077,21368013
0386,8571258,25070133,10743401,22900086,12268114,21373923,12821976,20819706,13372556,20268709,12271391,21370843
0387,8571367,25070206,10713620,22929470,12268171,21374223,12831351,20810701,13364310,20276871,12258537,21383841
0388,8571536,25070134,10769551,22873644,12268527,21373648,12822628,20819201,13384536,20256843,12275515,21366737
0389,8571428,25069978,10751676,22891353,12259123,21383114,12826708,20815291,13389474,20251725,12265062,21376903
0390,8571662,25070165,10729065,22913467,12268069,21374156,12819063,20822798,13386818,20254591,12275751,21366764
0391,8571634,25070060,10758450,22885082,12265574,21376582,12822990,20818834,13383808,20257275,12260953,21381063
0392,8571418,25070078,10745885,22897045,12266283,21375769,12826804,20814879,13388343,20252885,12267782,21374492
0393,8571650,25070040,10746188,22896938,12267691,21374666,12820652,20821330,13384249,20257024,12266409,21375695
0394,8571886,25070027,10780617,22862833,12273569,21368170,12819392,20822466,13384719,20256670,12264148,21377555
0395,8571171,25070158,10748370,22894931,12271530,21370336,12819434,20822671,13385588,20255738,12270856,21371525
0396,8571547,25070235,10754597,22889003,12269541,21372314,12819851,20822026,13370960,20270052,12266214,21375654
0397,8571361,25070226,10739412,22904115,12271946,21369972,12823885,20818179,13387722,20253578,12295276,21346778
0398,8571266,25070183,10761708,22881972,12271896,21370381,12814615,20827412,13382487,20258578,12268618,21373496
0399,8571454,25070190,10752868,22890873,12264660,21377199,12818655,20823415,13383218,20257991,12263877,21378179
0400,8571251,25069997,10788305,22854650,12270122,21372088,12821148,20820582,13375441,20265672,12262135,21380065
0401,8571571,25070116,10792077,22851251,12262954,21379342,12822946,20819121,13386189,20255413,12256384,21385330
0402,8571601,25070012,10777801,22865289,12270887,21371138,12819998,20822482,13368553,20272825,12265877,21376049
0403,8571576,25070045,10734451,22908771,12266878,21375157,12813321,20828494,13388984,20252471,12268551,21373549
0404,8571624,25070050,10769095,22874203,12260477,21381408,12827241,20815048,13383328,20257975,12265972,21375915
0405,8571438,25070049,10742940,22900251,12265510,21376129,12825358,20816578,13380922,20260083,12269642,21372636
0406,8571372,25070078,10736235,22907429,12264506,21377281,12810488,20831337,13385782,20255516,12269808,21372265
0407,8571707,25069951,10759228,22884422,12265097,21377386,12826223,20815783,13384182,20256697,12272353,21369732
0408,8571561,25070170,10742605,22901068,12257015,21384987,12825149,20816485,13379245,20261857,12262297,21379636
0409,8571769,25070268,10741537,22901525,12268972,21372847,12827686,20814245,13383290,20258297,12262212,21379822
0410,8571239,25070168,10716960,22926328,12261438,21380445,12820954,20821022,13384666,20256829,12264244,21377683
0411,8571473,25070025,10701683,22941475,12266774,21375196,12827226,20814876,13370478,20270612,12265084,21376779
0412,8571310,25070188,10764181,22878894,12356713,21283398,12817764,20824117,13387805,20253116,12267781,21374255
0413,8571626,25070086,10781681,22861677,12267476,21374666,12826662,20815377,13384024,20257088,12264312,21377987
0414,8571643,25070152,10773385,22870190,12272338,21370223,12826995,20814464,13384912,20255876,12266119,21375716
0415,8571603,25070101,10709737,22933102,12263000,21378831,12829556,20812571,13370793,20270247,12267119,21374915
0416,8579506,25063464,10784357,22858589,12272029,21370384,12808116,20834020,13380355,20261444,12263769,21378948
0417,8571548,25070171,10747990,22895457,12269651,21372511,12825792,20815980,13382559,20258640,12268468,21373739
0418,8571566,25070191,10742232,22900709,12271693,21370137,12837815,20805006,13386065,20255269,12263230,21378465
0419,8571594,25070240,10762381,22881276,12271468,21370441,12825823,20816612,13385705,20256404,12275697,21367423
0420,8571549,25070062,10748588,22895034,12274540,21367598,12835972,20806129,13380633,20261124,12276610,21365423
0421,8572240,25070632,10777563,22866851,12263468,21379100,12825350,20816197,13386968,20254616,12266731,21375399
0422,8571501,25070051,10748142,22895445,12269093,21373297,12824515,20817475,13390032,20251398,12271276,21370961
0423,8571766,25070105,10779649,22864314,12266814,21375105,12827017,20815281,13380151,20261280,12265308,21377075
0424,8571481,25070315,10770317,22873555,12267536,21374837,12841789,20799077,13377846,20263698,12274803,21367247
0425,10539450,23150439,10718346,22924770,12264232,21378033,12837082,20805318,13383040,20258675,12276477,21365778
0426,8571752,25070103,10758153,22884662,12273908,21368049,12827368,20814814,13385995,20255078,12268548,21373798
0427,8571562,25070115,10757953,22885256,12281302,21359265,12827832,20814558,13383793,20257454,12279312,21363161
0428,8571621,25069993,10770448,22873562,12272447,21369436,12835791,20805427,13376894,20264731,12270623,21371592
0429,8571501,25070192,10735995,22907940,12271699,21370513,12818049,20823741,13393843,20247191,12287895,21354124
0430,8571423,25070312,10729884,22913558,12295809,21344989,13301906,20355182,13381085,20260443,12271492,21370634
0431,8571533,25070180,10764644,22878416,12280187,21361943,12825721,20816782,13353943,20287672,12265527,21376658
0432,8584709,25061785,10721833,22922080,12267347,21374939,12829663,20812542,13385200,20256328,12265482,21377227
0433,8571497,25070096,10706825,22937383,12268602,21373350,12828388,20813416,13377768,20263550,12278835,21363609
0434,8571385,25070065,10734104,22909312,12269089,21373201,12828816,20812709,13378076,20263626,12266098,21376070
0435,8571678,25070319,10725409,22918147,12278273,21363723,12831200,20810746,13386702,20254478,12272358,21369441
0436,8571527,25069969,10766352,22876728,12265069,21376681,12818792,20823138,13376447,20265227,12262608,21379556
0437,8571682,25070098,10753732,22888867,12264515,21377787,12815390,20826579,13388257,20252836,12273742,21368998
0438,8571622,25070047,10765808,22877571,12263622,21378719,12805280,20836504,13381120,20260028,12271764,21370478
0439,8571604,25069992,10752040,22890698,12261586,21380135,12823881,20818092,13385933,20255132,12257887,21384503
0440,8571699,25070125,10749110,22894091,12262937,21379238,12821370,20820626,13385853,20256148,12272256,21369876
0441,8571610,25070210,10741189,22902167,12258978,21383446,12819310,20822649,13365829,20275274,12267448,21374506
0442,8571507,25069925,10792373,22850708,12257196,21385136,12818712,20823207,13385719,20255765,12264352,21377935
0443,8571433,25070034,10733823,22910061,12264220,21377771,12820515,20821166,13387006,20254147,12265789,21376032
0444,8571318,25070043,10739720,22903662,12268050,21374227,12817570,20824415,13385593,20255723,12264887,21376910
0445,8571386,25070189,10779759,22863198,12267547,21374541,12812941,20829298,13381831,20259313,12263627,21378816
0446,8571814,25070115,10741973,22901017,12270757,21371296,12830540,20811491,13370942,20270941,12251878,21389915
0447,8571308,25070075,10784361,22859006,12271719,21370515,12822483,20818971,13380186,20261371,12267216,21374737
0448,8571778,25070330,10735948,22907443,12267648,21374558,12828555,20813155,13379673,20261495,12270120,21372006
0449,8571586,25070086,10783121,22860258,12273819,21367991,12820498,20822009,13382638,20259323,12263573,21378095
0450,8571378,25070138,10782190,22861126,12294274,21347682,12827081,20815139,13385170,20256380,12263583,21378156
0451,8571247,25070223,10721469,22921608,12265620,21376561,12826293,20815933,13383876,20257671,12259580,21382366
0452,8571263,25070200,10744639,22899135,12271785,21370332,12820953,20821317,13385566,20255898,12266813,21375119
0453,8571620,25070118,10760759,22882333,12268850,21373470,12824847,20816845,13384478,20256524,12265425,21376349
0454,8571833,25070188,10722965,22920587,12257329,21384677,12817525,20824113,13383642,20257819,12265939,21376158
0455,8571597,25070033,10741565,22901752,12271034,21371259,12815455,20826445,13388117,20253322,12261471,21380544
0456,8571739,25070139,10738535,22904282,12272150,21370096,12824979,20816781,13369048,20272094,12258697,21383297
0457,8571638,25070120,10740413,22902898,12263697,21378477,12830088,20811725,13386272,20255448,12264089,21377666
0458,8571617,25069966,10726948,22916953,12268627,21373375,12824375,20818427,13390382,20250916,12273240,21369119
0459,8571486,25070190,10749309,22894065,12272291,21369745,12822753,20819415,13384294,20256830,12268213,21374028
0460,8571131,25070125,10760756,22882140,12273097,21369198,12824982,20816753,13380016,20261362,12272252,21370090
0461,8571832,25070041,10734253,22909403,12264822,21377606,12827364,20814744,13361638,20279891,12266870,21375240
0462,8571605,25070042,10785123,22857853,12275465,21366122,12836294,20805810,13381373,20260164,12270676,21371571
0463,8571447,25070191,10740288,22902920,12266062,21375941,12825249,20816342,13384693,20256836,12265198,21376649
0464,8571674,25070035,10719276,22923743,12270969,21371423,12821707,20820104,13368117,20273482,12268974,21373153
0465,8571683,25069964,10728741,22914677,12267122,21375163,12822191,20819708,13384971,20256173,12265106,21377086
0466,8571428,25069912,10749153,22894835,12264617,21377344,12821904,20819732,13383962,20257092,12259767,21382432
0467,8571567,25070033,10720222,22922650,12267934,21374123,12818498,20823696,13372066,20269177,12263104,21378998
0468,8571558,25070065,10738545,22904373,12268071,21373865,12826731,20815504,13382107,20259061,12256887,21385053
0469,8571809,25070117,10754140,22888893,12302521,21339467,12827279,20814479,13386932,20254408,12270378,21371807
0470,8571778,25070170,10748208,22895308,12269483,21372663,12819153,20822763,13368259,20272851,12267496,21374590
0471,8571431,25069967,10746775,22896202,12269206,21373047,12816188,20826278,13356954,20284231,12260513,21381822
0472,8571536,25070122,10715373,22927869,12259160,21383131,12810849,20831248,13385173,20255871,12263146,21378878
0473,8571561,25070146,10716763,22926868,12256936,21385303,12817325,20824475,13381192,20260151,12269348,21372849
0474,8571238,25070162,10822083,22821121,12263363,21378775,12822256,20819664,13391207,20250220,12271128,21371156
0475,8571635,25070201,10731416,22911267,12269264,21372487,12821014,20820929,13342586,20298825,12265047,21377276
0476,8571338,25070102,10749512,22894155,12266588,21375392,12817023,20824548,13381300,20259835,12261188,21380510
0477,8571237,25070160,10725304,22918425,12266320,21375687,12817245,20824646,13385087,20256406,12269141,21373273
0478,8571359,25070243,10778699,22864703,12272108,21369767,12824597,20817629,13383730,20257605,12261502,21380218
0479,8571715,25070071,10786371,22857028,12260880,21381318,12825584,20816194,13369323,20271800,12263901,21377831
0480,8571685,25070048,10750877,22892769,12266935,21375004,12819576,20822205,13386489,20254616,12261424,21380663
0481,8571107,25070193,10736738,22906988,12275685,21366304,12812422,20829340,13382965,20258424,12271702,21370365
0482,8571383,25070283,10787015,22856555,12267943,21374008,12814880,20827108,13386445,20254963,12268998,21372669
0483,8571602,25070083,10786069,22857235,12270829,21371072,12824836,20816666,13387176,20254018,12268232,21373757
0484,8571650,25070107,10763802,22879196,12262305,21380788,12829291,20812447,13383861,20257392,12267409,21374528
0485,8571152,25070108,10728135,22915350,12265138,21376965,12820448,20821192,13376827,20264618,12267181,21374919
0486,8571707,25070098,10721231,22922097,12265617,21376633,12828502,20813487,13381335,20259899,12264580,21377186
0487,8571406,25070079,10712450,22930602,12268331,21373936,12819032,20822506,13384823,20256340,12263970,21378030
0488,8571496,25069979,10717576,22925472,12257525,21384301,12827539,20814856,13385233,20255974,12263419,21378445
0489,8571665,25070088,10740189,22903202,12266283,21375657,12820523,20821253,13367414,20273699,12263299,21378539
0490,8571738,25070019,10762681,22881190,12262343,21380132,12822069,20819838,13387839,20253496,12272747,21369550
0491,8571816,25070070,10723388,22919707,12266042,21375801,12821434,20820550,13387047,20254657,12265070,21377158
0492,8571667,25070091,10743440,22899772,12265150,21376636,12817418,20824431,13389645,20251741,12267499,21374125
0493,8571500,25070225,10720791,22922476,12278532,21363425,12823768,20818418,13384379,20256703,12264025,21377980
0494,8571710,25070095,10741533,22901966,12264194,21378404,12819460,20822470,13376822,20264352,12261235,21380556
0495,8571519,25070057,10722938,22920423,12268888,21372888,12820941,20820953,13385305,20256177,12262168,21379328
0496,8571628,25070070,10703493,22940184,12262790,21379108,12816940,20825208,13381829,20259143,12266898,21375180
0497,8571188,25070146,10743589,22899682,12265318,21376536,12825858,20815839,13384703,20256512,12263429,21378718
0498,8571888,25070166,10772879,22870644,12266828,21375175,12836623,20805581,13383661,20257377,12261182,21380945
0499,8571616,25070266,10744702,22898600,12263893,21377947,12825353,20816645,13388094,20253389,12269757,21371920
0500,8571364,25070156,10799273,22844339,12267310,21374447,12820735,20821168,13370776,20270802,12269035,21372708
0501,8571662,25069930,10749932,22893713,12264549,21377280,12825152,20816833,13386302,20254968,12261979,21380227
0502,8571699,25070041,10764195,22879401,12262192,21379649,12823690,20818054,13382390,20258687,12264957,21376989
0503,8571673,25070039,10730090,22913421,12262145,21380174,12819127,20823032,13386191,20255282,12269403,21372641
0504,8571595,25070112,10763272,22879518,12274018,21367750,12819452,20822751,13383888,20257413,12261327,21380950
0505,8571756,25070103,10745160,22898472,12267121,21374588,12824379,20817510,13389017,20252145,12268063,21374254
0506,8571553,25069980,10712930,22930523,12267630,21374457,12792688,20849118,13365518,20275734,12272624,21369609
0507,8571397,25070087,10768453,22874682,12262987,21379164,12816068,20825926,13387603,20253826,12263071,21378928
0508,8571501,25070091,10724257,22918957,12259401,21382694,12816600,20825431,13380526,20260763,12275129,21366939
0509,8571739,25070054,10728503,22914884,12267336,21374493,12797522,20843901,13362154,20278977,12260396,21381644
0510,8571436,25070066,10739264,22903905,12270667,21371741,12821052,20821157,13382302,20258881,12266826,21375382
0511,8571657,25070037,10741010,22902835,12238844,21403502,12819850,20822141,13385194,20256228,12262394,21379519
0512,8571848,25069979,10769426,22874122,12264691,21377887,12821131,20820629,13384792,20256726,12263417,21378736
0513,8571884,25069859,10749670,22893006,12281672,21360512,12824676,20816892,13385498,20255786,12264863,21377455
0514,8571307,25070078,10999509,22650773,12262583,21379452,12820854,20820949,13388251,20252835,12263474,21378096
0515,8571607,25070078,10755789,22887190,12266996,21375092,12826206,20815253,13381974,20259140,12265417,21376659
0516,8571419,25070027,10773353,22870273,12269410,21372480,12822739,20818982,13386273,20255076,12253733,21388315
0517,8571670,25070151,10723496,22919763,12261239,21380816,12807552,20834409,13384635,20256531,12262385,21379664
0518,8571259,25070005,10775686,22867432,12267608,21373872,12824857,20817061,13367780,20273268,12267270,21374733
0519,8571540,25070092,10725647,22917573,12263946,21378372,12829413,20812520,13362717,20278384,12260533,21381503
0520,8571071,25070146,10697194,22946417,12270769,21371372,12814843,20827491,13383466,20257831,12267065,21374924
0521,8571679,25070264,10793728,22848976,12266162,21375675,12818622,20823499,13383060,20258286,12270385,21371591
0522,8571542,25070232,10711703,22931837,12265945,21376051,12818458,20823309,13382169,20258982,12268803,21373040
0523,8571656,25070154,10787168,22856317,12267986,21374141,12821899,20819659,13385516,20255917,12263441,21378666
0524,8571476,25070153,10755883,22887451,12264627,21377573,12826705,20815461,13380587,20260397,12263033,21379054
0525,8571780,25069866,10747167,22896296,12264395,21377570,12817744,20824184,13382998,20258228,12270378,21371725
0526,8571532,25070089,10769847,22872908,12263934,21378346,12825803,20815813,13385366,20256198,12268672,21373708
0527,8571414,25070278,10681665,22961445,12267382,21374679,12823606,20818216,13388990,20252199,12272534,21369632
0528,8571412,25069986,10759152,22883765,12259534,21382071,12821442,20820845,13349845,20291281,12263367,21378395
0529,8571717,25070063,10721823,22921494,12266388,21375378,12819881,20821871,13385738,20255283,12260758,21381329
0530,8571485,25070248,10736470,22906823,12264662,21377102,12825859,20815904,13388217,20253063,12257601,21384139
0531,8571409,25070180,10714308,22929533,12266184,21375931,12819455,20822645,13387631,20253960,12262744,21379164
0532,8571608,25070212,10768598,22874618,12257569,21384395,12817213,20824546,13385355,20255582,12254198,21387598
0533,8571481,25070059,10718593,22924885,12278078,21364150,12810096,20831748,13386639,20254215,12268323,21373405
0534,8571522,25070269,10705278,22939540,12262726,21379474,12825637,20816518,13386192,20255068,12267411,21374475
0535,8580048,25061818,10707970,22935411,12263769,21378319,12823072,20819007,13387741,20253619,12262789,21378897
0536,8571385,25069994,10718336,22925095,12264509,21377368,12816249,20825360,13385444,20255867,12258686,21383375
0537,8584082,25058140,10702480,22941038,12269119,21373074,12819062,20822660,13383940,20257058,12252036,21390192
0538,8571336,25070125,10789268,22854310,12263594,21378363,12825697,20816031,13384947,20256505,12261096,21381062
0539,8571518,25070041,10668611,22974306,12272938,21368664,12822056,20819616,13388178,20253297,12266084,21375325
0540,8571382,25070081,10759189,22883940,12269177,21373105,12823187,20818718,13384259,20256861,12265012,21376998
0541,8571667,25070134,10706904,22936411,12271788,21370617,12821606,20820464,13386583,20255257,12262894,21378704
0542,8571490,25070057,10740846,22902531,12263788,21377951,12822736,20819138,13387484,20253678,12258772,21383246
0543,8571044,25070060,10754418,22888850,12280327,21361619,12816449,20824946,13339772,20301718,12264121,21377873
0544,8571644,25070194,10727457,22916140,12265521,21376472,12829079,20812518,13386512,20254740,12265613,21376589
